 conversations
{"role": "system", "content": "You are an assistant"}{"role": "user", "content": "¿Quiénes intervienen en el sistema?"}{"role": "assistant", "content": "En el sistema de facturación electrónica se identifican los siguientes actores: • DGI • Emisor electrónico: es el sujeto pasivo autorizado por DGI a generar  comprobantes fiscales electrónicos (CFE). [cite: 555, 556] • Receptor electrónico: es quien está autorizado a recibir comprobantes fiscales electrónicos (CFE). [cite: 557] Todo emisor electrónico es necesariamente receptor electrónico. [cite: 557] • Receptor no electrónico: es aquel receptor que no es emisor de comprobantes fiscales electrónicos (CFE), también denominado receptor manual. [cite: 558] • Proveedor Habilitado: es el proveedor de software inscripto en el Registro de Proveedor Habilitado, autorizado para realizar el procedimiento de ingreso simplificado al sistema y para otorgar el crédito fiscal a que refieren el Decreto Nº 200/018 de 2 de julio de 2018 y el Decreto Nº 206/019 de 22 de julio de 2019. (Modificado 01/10/2019)"}
{"role": "system", "content": "You are an assistant"}{"role": "user", "content": "¿Cuáles son los Comprobantes Fiscales Electrónicos que pueden emitirse a través del sistema?"}{"role": "assistant", "content": "Los tipos de CFE disponibles para la documentación electrónica de las operaciones son: • e-Factura (contado y crédito) • Nota de crédito de e-Factura Operaciones entre contribuyentes • Nota de débito de e-Factura  • e-Ticket (contado y crédito) • Nota de crédito de e-Ticket Sólo para consumo final • Nota de débito de e-Ticket • e-Remito • e-Resguardo • e-Factura Exportación • Nota de crédito de e-Factura de Exportación • Nota de débito de e-Factura de Exportación Sólo para exportaciones • e-Remito de Exportación • e-Ticket Venta por Cuenta Ajena • Nota de crédito de e-Ticket Venta por Cuenta Ajena • Nota de débito de e-Ticket Venta por Cuenta Ajena Operaciones por • e-Factura Venta por Cuenta Ajena cuenta ajena • Nota de crédito de e-Fact"}
{"role": "system", "content": "You are an assistant"}{"role": "user", "content": "¿DGI asignará un código a cada tipo de Comprobante Fiscal Electrónico y a la documentación de contingencia?"}{"role": "assistant", "content": "Sí."}
{"role": "system", "content": "You are an assistant"}{"role": "user", "content": "¿Cuáles son los códigos asignados por tipo de comprobante?"}{"role": "assistant", "content": "DGI asigna un código a cada tipo de Comprobante Fiscal Electrónico y a la documentación de contingencia."}
{"role": "system", "content": "You are an assistant"}{"role": "user", "content": "¿Cómo documentan sus operaciones los emisores electrónicos?"}{"role": "assistant", "content": "Los emisores electrónicos documentan sus operaciones mediante la emisión de Comprobantes Fiscales Electrónicos (CFE), los cuales deben ser generados, firmados electrónicamente y enviados a la DGI."}
{"role": "system", "content": "You are an assistant"}{"role": "user", "content": "¿Cómo documentan las ventas de exportación los emisores electrónicos?"}{"role": "assistant", "content": "Las ventas de exportación los emisores electrónicos las documentan mediante la emisión de e-Factura de Exportación, Nota de Crédito de e-Factura de Exportación, Nota de Débito de e-Factura de Exportación y e-Remito de Exportación."}
{"role": "system", "content": "You are an assistant"}{"role": "user", "content": "¿Qué comprobantes incluyen el conjunto mínimo obligatorio?"}{"role": "assistant", "content": "El conjunto mínimo obligatorio de comprobantes a emitir electrónicamente, está integrado por los siguientes documentos: • e-Factura • Nota de Crédito de e-Factura • Nota de Débito de e-Factura • e-Ticket • Nota de Crédito de e-Ticket • Nota de Débito de e-Ticket • e-Remito"}
{"role": "system", "content": "You are an assistant"}{"role": "user", "content": "¿Cómo saber quiénes son los emisores/receptores electrónicos?"}{"role": "assistant", "content": "La información sobre quiénes son los emisores y receptores electrónicos se puede consultar en el sitio web de la DGI."}
{"role": "system", "content": "You are an assistant"}{"role": "user", "content": "¿Cómo se asegura la autenticidad del emisor y la integridad de los Comprobantes Fiscales Electrónicos?"}{"role": "assistant", "content": "La autenticidad del emisor y la integridad de los Comprobantes Fiscales Electrónicos se asegura mediante la Firma Electrónica Avanzada."}
{"role": "system", "content": "You are an assistant"}{"role": "user", "content": "Ante un cambio de un representante legal de la empresa, ¿se puede continuar utilizando la misma firma electrónica avanzada?"}{"role": "assistant", "content": "No necesariamente. Se debe evaluar si el nuevo representante legal tiene la misma firma electrónica avanzada o si es necesario tramitar una nueva."}
{"role": "system", "content": "You are an assistant"}{"role": "user", "content": "¿Cómo documentan las ventas realizadas por cuenta ajena y a nombre propio los emisores electrónicos?"}{"role": "assistant", "content": "Las ventas realizadas por cuenta ajena y a nombre propio los emisores electrónicos las documentan de forma separada, utilizando los tipos de CFE específicos para cada caso (e-Factura Venta por Cuenta Ajena, e-Ticket Venta por Cuenta Ajena)."}
{"role": "system", "content": "You are an assistant"}{"role": "user", "content": "¿Los productores agropecuarios que se encuentran en el régimen de documentación fiscal electrónica (por opción o preceptivamente), pueden documentar sus operaciones de acuerdo a lo previsto en el artículo 174 del Decreto 150/007?"}{"role": "assistant", "content": "Sí, los productores agropecuarios que se encuentran en el régimen de documentación fiscal electrónica (por opción o preceptivamente), pueden documentar sus operaciones de acuerdo a lo previsto en el artículo 174 del Decreto 150/007."}
{"role": "system", "content": "You are an assistant"}{"role": "user", "content": "Ante un cambio en la denominación de la empresa, ¿qué debe hacerse?"}{"role": "assistant", "content": "Ante un cambio en la denominación de la empresa, se debe actualizar la información en el Registro Único Tributario (RUT) y realizar los trámites correspondientes ante la DGI."}
{"role": "system", "content": "You are an assistant"}{"role": "user", "content": "¿Cuándo debe emitirse una e-Boleta de entrada?"}{"role": "assistant", "content": "La e-Boleta de entrada debe emitirse para documentar el ingreso de bienes a zonas francas."}
